sku,title,description,price,retail_price,images,category,sub_category,brand,width,height,depth,location
5942838,1950s Paolo Buffa Style Italian Upholstered Chairs - a Pair,"An iconic pair of Paolo Buffa style Chairs with original floral upholstery.  A beautiful study in geometry,   Perfect in a minimalist or maximalist setting.   Change up the upholstery for a minimal look or leave as is for a cozy maximalist look.  Great structural shape, with some wear consistent with age. Imported directly from Italy.",2850,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/baf18826-3391-49f7-aebb-27c61b30d077/1950s-paolo-buffa-style-italian-upholstered-chairs-a-pair-2667', 'https://chairish-prod.freetls.fastly.net/image/product/sized/75a54be6-8878-40e4-b5c8-e4c3df172c9f/1950s-paolo-buffa-style-italian-upholstered-chairs-a-pair-7427', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2c30c851-e953-45ef-bc6c-6eee9ce20cd3/1950s-paolo-buffa-style-italian-upholstered-chairs-a-pair-3802', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3025a951-4527-4178-8f72-57481e3d50bc/1950s-paolo-buffa-style-italian-upholstered-chairs-a-pair-0676', 'https://chairish-prod.freetls.fastly.net/image/product/sized/741514b9-fd1c-478d-b627-196d9fdbe124/1950s-paolo-buffa-style-italian-upholstered-chairs-a-pair-8152', 'https://chairish-prod.freetls.fastly.net/image/product/sized/84f9e68c-a64b-428d-a516-bc095c325282/1950s-paolo-buffa-style-italian-upholstered-chairs-a-pair-3840', 'https://chairish-prod.freetls.fastly.net/image/product/sized/baf18826-3391-49f7-aebb-27c61b30d077/1950s-paolo-buffa-style-italian-upholstered-chairs-a-pair-2667']",Furniture,Seating,Paolo Buffa,26,35,24,"San Francisco, CA"
6068141,1950s Robsjohn Gibbings Side Table,"The perfect geometry of Robsjohn-Gibbings in a blond finish.  A clean, round table that exemplifies pure modernist design.  Coordinating step table also available.  Ready to be refinished, lacquered or matte finished. Brass Widdicomb tag on underside and T.H. Robsjohn-Gibbings stenciling on underside.",950,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/66d5c11a-da44-416d-9e59-465fc5dd7497/1950s-robsjohn-gibbings-side-table-9165', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0244219d-fae1-42ba-b961-058b60b5330d/1950s-robsjohn-gibbings-side-table-9064', 'https://chairish-prod.freetls.fastly.net/image/product/sized/9dd784f1-f6d6-488c-bd9b-b1f38528dac2/1950s-robsjohn-gibbings-side-table-4776', 'https://chairish-prod.freetls.fastly.net/image/product/sized/a5c9ba95-cbe9-4238-86ce-599a13607a02/1950s-robsjohn-gibbings-side-table-6707', 'https://chairish-prod.freetls.fastly.net/image/product/sized/66d5c11a-da44-416d-9e59-465fc5dd7497/1950s-robsjohn-gibbings-side-table-9165']",Furniture,Tables,Widdicomb,26,25,26,"San Francisco, CA"
7465203,1930s Fontana Arte Wall Sconces - a Pair,A beautiful pair of wall sconces and brass by masters of lighting Fontana Arte.  Made in Italay c. 1936.   Hand formed brass leaves delicately frame rich peacock blue Murano glass shades.  Ready to hardwire or use how they are with candles.,2800,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/36be554d-e9db-4aad-9374-66565cb29857/1930s-fontana-arte-wall-sconces-a-pair-7395', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bc4a1639-9f4d-4a6e-9976-17f2ece1d296/1930s-fontana-arte-wall-sconces-a-pair-1132', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5e2b3f96-0890-43db-92af-54af893f4854/1930s-fontana-arte-wall-sconces-a-pair-6190', 'https://chairish-prod.freetls.fastly.net/image/product/sized/73ab47fd-da7a-47bf-92bd-3ca928671077/1930s-fontana-arte-wall-sconces-a-pair-5750', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d6679971-28fb-4c94-9dce-d5e84f99fb1f/1930s-fontana-arte-wall-sconces-a-pair-7016', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bebd07d7-b054-4755-bb0c-6f6681086d9e/1930s-fontana-arte-wall-sconces-a-pair-0453', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0363a3f9-b7fa-47e6-8fe8-dec6e2ce11e5/1930s-fontana-arte-wall-sconces-a-pair-6014', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1872b852-57b3-4b4b-973f-a99645f2d46d/1930s-fontana-arte-wall-sconces-a-pair-0632', 'https://chairish-prod.freetls.fastly.net/image/product/sized/36be554d-e9db-4aad-9374-66565cb29857/1930s-fontana-arte-wall-sconces-a-pair-7395']",Lighting,Sconces & Wall Lights,Fontana Arte,10,10,4,"San Francisco, CA"
6068183,1970s Brown Saltman Cocktail Table,"Masculine, geometric table by Brown Saltman.  Perfect for a groovy lodge look or a swinging bachelor pad.   Sophisticated lines, in sturdy materials.  Solid hardwood pecan with channeled leather trim.  Very solid and heavy glamorously thick glass top. Excellent condition.  Matching side table available.",1550,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/2f983840-d73d-4b10-8d58-28090490791f/1970s-brown-saltman-cocktail-table-9012', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c0450bf7-5fc2-43a6-87a7-2c07023c5385/1970s-brown-saltman-cocktail-table-3800', 'https://chairish-prod.freetls.fastly.net/image/product/sized/969495da-0982-417f-8a5a-ab8f2bf76ea1/1970s-brown-saltman-cocktail-table-1869', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e43c0b61-460c-4238-8619-a813d5dbc8ca/1970s-brown-saltman-cocktail-table-6887', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f0c39e7f-e19f-405f-9f70-57325af7ad2d/1970s-brown-saltman-cocktail-table-3568', 'https://chairish-prod.freetls.fastly.net/image/product/sized/907584f5-369e-45b7-b389-3a957d484d90/1970s-brown-saltman-cocktail-table-1341', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2f983840-d73d-4b10-8d58-28090490791f/1970s-brown-saltman-cocktail-table-9012']",Furniture,Tables,Brown Saltman,25,14,52,"San Francisco, CA"
7040961,Late 19th Century Venetian Dragon Bowls - Set of 4,A collection of four Venetian dragon bowls in dazzling gold and green.  Hand made on the island of Murano in the venerable workrooms of Salviati.  These delicate creatures have survived the past century with wings and tongues intact.  A stunning group that can be used as decorative objects or added to your dining table for extra ooomph.  Frilled rims mounted with a unique dragon.,1250,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/76586d7f-7079-4c1a-9453-5c56bfb3038b/late-19th-century-venetian-dragon-bowls-set-of-4-8061', 'https://chairish-prod.freetls.fastly.net/image/product/sized/73d33275-4d45-49a2-9de3-eb8740a5df41/late-19th-century-venetian-dragon-bowls-set-of-4-4052', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b8decf51-1e7d-4cec-a6f9-6ccaef9a917b/late-19th-century-venetian-dragon-bowls-set-of-4-9894', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b3d2a8ee-14ff-4971-947e-127d6e232bae/late-19th-century-venetian-dragon-bowls-set-of-4-5624', 'https://chairish-prod.freetls.fastly.net/image/product/sized/9c7406ff-fb38-40ba-99f3-25a240bd7864/late-19th-century-venetian-dragon-bowls-set-of-4-2397', 'https://chairish-prod.freetls.fastly.net/image/product/sized/db3d1ca9-f03c-4249-82de-e442ef3731f5/late-19th-century-venetian-dragon-bowls-set-of-4-2792', 'https://chairish-prod.freetls.fastly.net/image/product/sized/37ac9f3d-e3b2-4370-84bd-ee0eea0b932c/late-19th-century-venetian-dragon-bowls-set-of-4-7384', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4a44f4c2-8a18-4356-8244-9619cf2c7280/late-19th-century-venetian-dragon-bowls-set-of-4-4166', 'https://chairish-prod.freetls.fastly.net/image/product/sized/76586d7f-7079-4c1a-9453-5c56bfb3038b/late-19th-century-venetian-dragon-bowls-set-of-4-8061']",Decor,Room Accents & Accessories,Salviati,4,5,5,"San Francisco, CA"
7797304,1960s Pair of Tonala Cat Figurines,A beautiful pair of large Tonala cats with striking fantasia style painting.  Inquisitive eyes and sweet smiles are the hallmarks of these classic figures.  Made in Jalsisco and hand painted.  One is signed Solis the other is by Ken Edwards.  Both made in the 1960s.  The larger cat has some hairline cracks but is extremely stable.  The smaller cat is perfect.,450,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/753a8a57-2a59-4084-94b8-6e24f700b70b/1960s-pair-of-tonala-cat-figurines-7506', 'https://chairish-prod.freetls.fastly.net/image/product/sized/7e86f7cd-88a0-4d17-b507-865e9bc75734/1960s-pair-of-tonala-cat-figurines-5775', 'https://chairish-prod.freetls.fastly.net/image/product/sized/70cc81e8-309a-4416-8d50-9464298e0c7e/1960s-pair-of-tonala-cat-figurines-2145', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1b5279ab-3ece-4ac6-a795-528309a98671/1960s-pair-of-tonala-cat-figurines-5194', 'https://chairish-prod.freetls.fastly.net/image/product/sized/aed38478-a88f-4f1a-9409-6817b8534e31/1960s-pair-of-tonala-cat-figurines-3680', 'https://chairish-prod.freetls.fastly.net/image/product/sized/47ba5f38-ce30-4e54-b1e1-e175e7964023/1960s-pair-of-tonala-cat-figurines-3092', 'https://chairish-prod.freetls.fastly.net/image/product/sized/78808008-5468-404d-bf0b-fde8f0fa501b/1960s-pair-of-tonala-cat-figurines-9912', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c76c92db-a703-43af-9621-cac3f0e913e3/1960s-pair-of-tonala-cat-figurines-6214', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ac8478cc-8db4-4f43-a8de-0effabf76988/1960s-pair-of-tonala-cat-figurines-7665', 'https://chairish-prod.freetls.fastly.net/image/product/sized/9ac446d4-8f3c-4a03-9f56-092e6746e268/1960s-pair-of-tonala-cat-figurines-8728', 'https://chairish-prod.freetls.fastly.net/image/product/sized/753a8a57-2a59-4084-94b8-6e24f700b70b/1960s-pair-of-tonala-cat-figurines-7506']",Decor,Room Accents & Accessories,,16,6,8,"San Francisco, CA"
7040945,Late 19th Century Double Dragon Krater by Salviati,A spectacular 19th c. Murano krater from the venerable workrooms of Salviati.  Beautiful hues of cornflower blue and gold.   Mounted with gold flecked prunts and double dragons.  Intricately crafted wings and delicate red tongues.  A glorious centerpiece for a dining or entry table.   Part of a larger collection of dragon motif glass.,2750,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/d0e20eaf-4b4e-45cb-9ad6-1114c11817ef/late-19th-century-double-dragon-krater-by-salviati-8646', 'https://chairish-prod.freetls.fastly.net/image/product/sized/9a072a5e-dfcc-4989-9ded-7bfb64a31ba1/late-19th-century-double-dragon-krater-by-salviati-1433', 'https://chairish-prod.freetls.fastly.net/image/product/sized/25e2c9d2-6298-469b-a4b4-a8644f41243c/late-19th-century-double-dragon-krater-by-salviati-7388', 'https://chairish-prod.freetls.fastly.net/image/product/sized/592b3cdc-85f5-4a87-847e-f678f06a7f0e/late-19th-century-double-dragon-krater-by-salviati-6901', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ae9be479-c3e7-4741-8d78-fc3a8135c495/late-19th-century-double-dragon-krater-by-salviati-0016', 'https://chairish-prod.freetls.fastly.net/image/product/sized/01eaaa23-fe5a-4397-ab0e-782f986e8062/late-19th-century-double-dragon-krater-by-salviati-0604', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e9d48f2a-8f4b-4135-a032-c869aeea7f4c/late-19th-century-double-dragon-krater-by-salviati-2802', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5a9e1f0f-8ce5-49cd-97fc-e0b0cd90c9d0/late-19th-century-double-dragon-krater-by-salviati-5044', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d0e20eaf-4b4e-45cb-9ad6-1114c11817ef/late-19th-century-double-dragon-krater-by-salviati-8646']",Decor,Room Accents & Accessories,Salviati,8,7,8,"San Francisco, CA"
3337291,"Scissor Chairs With Convertible Table, by Michael Van Bueren","A master stroke of Mexican Modernism, at once sculptural and functional. Attributed to Michael Van Bueren.A pitch perfect set of four scissor style lounge chairs in the style of Hans Wegner with an exceptional table that converts from a game table to a coffee table. All four chairs fold for storage. Manufactured and hand built by Austin mfgr. of Mexico City. An intricate and flawless pattern of woven rush adorns this beautifully cherry finished palm wood. No cracks or breaks or splits. Solid cast brass fittings and hardware. A perfect accent to your Palm Springs patio, San Miguel Villa or Midwest Sun Room. Sturdy solid and beautifully finished. Although emulated in many iterations, this set looks to predate the Hans Wegner version. Made between 1940 - 1960 Includes 1 convertible table and 4 chairs.

Table measures 31.5 x 31.5 x 28.5 (game table)  31.5 x 31.5 x 18.5 (drinks table)

Price includes 4 chairs and 1 table",5800,"8,900","['https://chairish-prod.freetls.fastly.net/image/product/sized/07e5b3cc-95b7-4c94-a6d6-8f5387af5ec6/scissor-chairs-with-convertible-table-by-michael-van-bueren-7106', 'https://chairish-prod.freetls.fastly.net/image/product/sized/806ad25f-fa3d-4642-80af-dccd321509d0/scissor-chairs-with-convertible-table-by-michael-van-bueren-5580', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3932b0a2-2f4c-41c8-b3d5-aae0990d6f5f/scissor-chairs-with-convertible-table-by-michael-van-bueren-1590', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c7b6b36e-d617-4b2e-bc75-565f2e03112c/scissor-chairs-with-convertible-table-by-michael-van-bueren-7308', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3fb7b4a7-4ad3-4db6-bfdb-188fc92df88c/scissor-chairs-with-convertible-table-by-michael-van-bueren-6551', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6dbbdce3-5fba-4f74-bd70-61ffdc348f86/scissor-chairs-with-convertible-table-by-michael-van-bueren-1472', 'https://chairish-prod.freetls.fastly.net/image/product/sized/84290c2b-bad7-484f-93aa-9caf3e976cca/scissor-chairs-with-convertible-table-by-michael-van-bueren-1725', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bd78c425-55a9-4085-85e0-11232487a541/scissor-chairs-with-convertible-table-by-michael-van-bueren-4943', 'https://chairish-prod.freetls.fastly.net/image/product/sized/653db678-d1be-4f01-a644-fe64f6df5c97/scissor-chairs-with-convertible-table-by-michael-van-bueren-3629', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c3feab9f-08a4-4906-abcc-e53a1a915188/scissor-chairs-with-convertible-table-by-michael-van-bueren-5589', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bde812ce-3551-4d0b-b4e8-fe9622fad7ab/scissor-chairs-with-convertible-table-by-michael-van-bueren-6382', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0bb04bba-6bd6-4ea8-9ecf-a1140058a995/scissor-chairs-with-convertible-table-by-michael-van-bueren-2058', 'https://chairish-prod.freetls.fastly.net/image/product/sized/07e5b3cc-95b7-4c94-a6d6-8f5387af5ec6/scissor-chairs-with-convertible-table-by-michael-van-bueren-7106']",Furniture,Tables,Michael van Beuren,23,31,28,"San Francisco, CA"
2890754,1960s Vintage Syrian Chairs - a Pair,"A stunning pair of mid-century cock chairs beautifully inlaid with brass filigree.  A rare and exotic treat, made of hardwood and brass.   Perfect for entry or small balcony with ample table surface for teacups, ashtrays or other elegant accoutrement.  Sturdy but mobile.  A",950,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/2fc68f55-d1e3-4e1d-8888-1904da615c95/1960s-vintage-syrian-chairs-a-pair-9026', 'https://chairish-prod.freetls.fastly.net/image/product/sized/a815a9c7-0661-4c29-91f6-c39bdfdaa2f7/1960s-vintage-syrian-chairs-a-pair-7494', 'https://chairish-prod.freetls.fastly.net/image/product/sized/69fed51d-1190-48bc-9d14-0e87c13c3ffd/1960s-vintage-syrian-chairs-a-pair-1453', 'https://chairish-prod.freetls.fastly.net/image/product/sized/447ad482-2b8f-4d10-8cca-b179f6cc520f/1960s-vintage-syrian-chairs-a-pair-4010', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d705b090-9217-45e6-8b22-5aa737c0c128/1960s-vintage-syrian-chairs-a-pair-6015', 'https://chairish-prod.freetls.fastly.net/image/product/sized/61df8523-9c59-4296-bdba-b079ddac600f/1960s-vintage-syrian-chairs-a-pair-3925', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2fc68f55-d1e3-4e1d-8888-1904da615c95/1960s-vintage-syrian-chairs-a-pair-9026']",Furniture,Seating,,21,30,18,"San Francisco, CA"
2964772,Postmodern Wood & Tin Floor Lamp,The third in a trio of handcrafted lamps by artist Dan Abramson.  A beautiful lamp with loads of 80s style.  Crafted from wood and tin into a beautiful postmodern composition evocative of Memphis designs.  A warmer version of postmodernism that would blend beautifully with Sottsass and other 80s Italian design. California designed and made.  The tin canopy creates an amazing silhouette and shadow when turned on.,1200,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/d0441476-363d-4342-9850-349f7da9f7f8/postmodern-wood-and-tin-floor-lamp-8515', 'https://chairish-prod.freetls.fastly.net/image/product/sized/819f47b6-e3f4-45e6-81e5-af9fd25f7d6c/postmodern-wood-and-tin-floor-lamp-5395', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bb97b897-bc7b-4cc1-8367-901ff5807f2d/postmodern-wood-and-tin-floor-lamp-5013', 'https://chairish-prod.freetls.fastly.net/image/product/sized/62dcdc08-a68f-4a2c-969a-ceae806d41ec/postmodern-wood-and-tin-floor-lamp-5547', 'https://chairish-prod.freetls.fastly.net/image/product/sized/712e57bb-2fd5-42ca-b819-d202b469b712/postmodern-wood-and-tin-floor-lamp-6368', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ab5fb818-e408-479c-a9e7-ba63b82b7dee/postmodern-wood-and-tin-floor-lamp-1413', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f95a9d75-5d23-4375-b91d-63c8808e5337/postmodern-wood-and-tin-floor-lamp-8224', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d0441476-363d-4342-9850-349f7da9f7f8/postmodern-wood-and-tin-floor-lamp-8515']",Lighting,Lamps,Dan Abramson,14,66,10,"San Francisco, CA"
3442028,Mid-Century Rosewood Sofa,"Stunning and rare Mid-Century Chinese Settee with auspicious horseshoe style back, and three carved panels feating symbols for wealth, power and prosperity.  Long lean lines perfect in traditionally styled or minimalist room.  Tight joints and comfortable seating area.  We can make a custom cushion upon request.  Three matching chairs available.",3800,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/1f86842f-b4c8-49da-b29f-b4f1e904a8b2/mid-century-rosewood-sofa-4124', 'https://chairish-prod.freetls.fastly.net/image/product/sized/42aefc11-0a67-4163-a30a-02510320fe6a/mid-century-rosewood-sofa-2218', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8769dcbf-948c-4721-aa1f-18bff9ed4b3a/mid-century-rosewood-sofa-8119', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f1958758-6180-49e8-bdf8-a7d134f4e6ed/mid-century-rosewood-sofa-6841', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e9477d5d-43af-41e0-9a8b-6a012821a6bd/mid-century-rosewood-sofa-2642', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f9996401-53a3-4f91-9a45-c5f974a14573/mid-century-rosewood-sofa-8777', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1f86842f-b4c8-49da-b29f-b4f1e904a8b2/mid-century-rosewood-sofa-4124']",Furniture,Seating,,76,27,24,"San Francisco, CA"
2890653,Art Deco Style Busts by Giá – Lời. - a Pair,Beautifully mounted pair of busts by Vietnam artist Gia-Loi c. 1940s.   Cast of copper by  Indochine artist  Giá – Lời.   A stunning accessory for a variety of interiors form Asian Modern to Fantasy to Minimal or Regency.  Each bust is mounted on an lacquered block of solid hardwood.  Substantial weight and a beautiful patina.  Unaltered original condition.,1950,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/ee88b774-87b5-4361-9639-32afba127075/art-deco-style-busts-by-gia-loi-a-pair-8281', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e4d3d5bd-d31a-48b4-b857-cf70b042516d/art-deco-style-busts-by-gia-loi-a-pair-7003', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f48920af-e68d-4b68-ab91-641936c93e6a/art-deco-style-busts-by-gia-loi-a-pair-0229', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bf4b7879-8713-4fba-a3b4-819e5ad8dc6d/art-deco-style-busts-by-gia-loi-a-pair-8148', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ced4a821-c0a5-4a8f-9ad1-4a93f0a07520/art-deco-style-busts-by-gia-loi-a-pair-5852', 'https://chairish-prod.freetls.fastly.net/image/product/sized/86ca6518-e39c-470b-b60e-d754faf73aa4/art-deco-style-busts-by-gia-loi-a-pair-6160', 'https://chairish-prod.freetls.fastly.net/image/product/sized/589053d3-6302-4eb6-911b-910301b2c647/art-deco-style-busts-by-gia-loi-a-pair-8842', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ff6d7443-fc56-4b0f-ba22-84a99a88ff4f/art-deco-style-busts-by-gia-loi-a-pair-4646', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1e5f3303-9298-4ea6-a591-bdd99d28aa25/art-deco-style-busts-by-gia-loi-a-pair-2268', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ee88b774-87b5-4361-9639-32afba127075/art-deco-style-busts-by-gia-loi-a-pair-8281']",Fine Art,Sculpture,,7,24,7,"San Francisco, CA"
2890650,Vintage Monumental Brass Candlesticks- a Pair,"Extra-large Brass candelabra for a major statement.   Perfect for oversize mantels or dramatic dining tables.   Generously sized for large credenzas and high ceilings, or mix scales to create more drama.",425,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/084e474b-bc14-4aec-b35d-b8b789cbf9ae/vintage-monumental-brass-candlesticks-a-pair-2419', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ffdde285-ab5d-401c-b591-41fe2a107b0b/vintage-monumental-brass-candlesticks-a-pair-1148', 'https://chairish-prod.freetls.fastly.net/image/product/sized/57d6b10e-4f5c-4149-94fa-19014273b295/vintage-monumental-brass-candlesticks-a-pair-6246', 'https://chairish-prod.freetls.fastly.net/image/product/sized/084e474b-bc14-4aec-b35d-b8b789cbf9ae/vintage-monumental-brass-candlesticks-a-pair-2419']",Decor,Room Accents & Accessories,,8,29,8,"San Francisco, CA"
2884502,1950s Ico Parisi Side Tables,Biomorphic end tables in glass and mahogany with brass fittings. A fine example of midcentury Italian design. Lightweight and easily portable.,2400,"2,700","['https://chairish-prod.freetls.fastly.net/image/product/sized/006c4d84-0b75-44d8-8e36-3cde4061855e/1950s-ico-parisi-side-tables-5032', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b8f140d2-9b00-4468-b671-aaa43ccc25f3/1950s-ico-parisi-side-tables-9854', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6fd9a203-c43d-4898-8518-0d861fdce574/1950s-ico-parisi-side-tables-6804', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d8b80b6d-dc94-4419-9a03-713117491514/1950s-ico-parisi-side-tables-1046', 'https://chairish-prod.freetls.fastly.net/image/product/sized/76764bb3-7f20-4883-9034-706c3d8fe6e5/1950s-ico-parisi-side-tables-4113', 'https://chairish-prod.freetls.fastly.net/image/product/sized/066d1ff2-aaf5-428a-9201-f940685e5d17/1950s-ico-parisi-side-tables-5322', 'https://chairish-prod.freetls.fastly.net/image/product/sized/006c4d84-0b75-44d8-8e36-3cde4061855e/1950s-ico-parisi-side-tables-5032']",Furniture,Tables,Ico Parisi,21,27,12,"San Francisco, CA"
3144084,Mid 19th Century English Gilt Mirror,"A stunning gilt mirrors from an English Manor. Beautiful baroque columns with entwined grape leaves, gilt in original condition with original glass. Beautifully patinated glass in a striking arch frame with extra wide molding. 2 available in shop",2800,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/2ea1b64b-7913-415f-b959-f051ac7b075d/mid-19th-century-english-gilt-mirror-0448', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5b49582c-134a-4eea-8500-faee0ef28d73/mid-19th-century-english-gilt-mirror-3603', 'https://chairish-prod.freetls.fastly.net/image/product/sized/380cde77-ef36-48a6-b793-8ad459ebb298/mid-19th-century-english-gilt-mirror-2188', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6a0c13f4-034d-4d31-8a98-4effb7eda0d3/mid-19th-century-english-gilt-mirror-0186', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f0625907-9f1f-4cfd-8afc-0b42ec359fe6/mid-19th-century-english-gilt-mirror-2927', 'https://chairish-prod.freetls.fastly.net/image/product/sized/9296b91d-e2da-4f63-889f-6dbca3bbc3b7/mid-19th-century-english-gilt-mirror-2679', 'https://chairish-prod.freetls.fastly.net/image/product/sized/231eea82-f816-4e3a-a261-48d4a1a7ea56/mid-19th-century-english-gilt-mirror-8692', 'https://chairish-prod.freetls.fastly.net/image/product/sized/290a9c4d-3f8b-4492-9368-fc4cc17e83e5/mid-19th-century-english-gilt-mirror-6924', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2ea1b64b-7913-415f-b959-f051ac7b075d/mid-19th-century-english-gilt-mirror-0448']",Decor,Room Accents & Accessories,,45,56,10,"San Francisco, CA"
6068225,1970s Brown Saltman Side Table,"Masculine, geometric table by Brown Saltman.  Perfect for a groovy lodge look or a swinging bachelor pad.   Sophisticated lines, in sturdy materials.  Solid hardwood pecan with channeled leather trim.  Excellent condition.  Matching Cocktail table available.",1250,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/bc5631fe-de02-41e0-b45e-bd1eaa13832d/1970s-brown-saltman-side-table-6310', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8ddc8476-de9d-4217-90cb-2a5c2aed996c/1970s-brown-saltman-side-table-3010', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ca7bdb17-554b-4d8b-8a3e-b7a22bacbc43/1970s-brown-saltman-side-table-4128', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b2011824-94b6-4913-8b3b-11acbb768fac/1970s-brown-saltman-side-table-2068', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bc5631fe-de02-41e0-b45e-bd1eaa13832d/1970s-brown-saltman-side-table-6310']",Furniture,Tables,Brown Saltman,25,15,25,"San Francisco, CA"
2890657,1960s Vintage Gondola Chairs by Harvey Prober - a Pair,A beautiful pair of Harvey Prober Gondola chairs with original finish. The chairs were updated in the 80s with a wonderfully Memphis inspired pastel cotton print. A great pair of slipper chairs perfectly sized for a modern room.,1800,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/98bf4402-5ac4-4e2f-8f19-961aa3970403/1960s-vintage-gondola-chairs-by-harvey-prober-a-pair-1546', 'https://chairish-prod.freetls.fastly.net/image/product/sized/9af7c773-36c7-44a0-8775-37f5e5227359/1960s-vintage-gondola-chairs-by-harvey-prober-a-pair-3914', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ff3c5fc9-912b-48f9-ad3c-e38db967927c/1960s-vintage-gondola-chairs-by-harvey-prober-a-pair-3884', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0240d022-b015-422f-a2a8-e352ffeae5ea/1960s-vintage-gondola-chairs-by-harvey-prober-a-pair-8401', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4c99d69c-2d80-4a6d-9c1d-20477ce7abab/1960s-vintage-gondola-chairs-by-harvey-prober-a-pair-0696', 'https://chairish-prod.freetls.fastly.net/image/product/sized/cff4e2ed-5c15-417b-baca-90082e73304a/1960s-vintage-gondola-chairs-by-harvey-prober-a-pair-2099', 'https://chairish-prod.freetls.fastly.net/image/product/sized/98bf4402-5ac4-4e2f-8f19-961aa3970403/1960s-vintage-gondola-chairs-by-harvey-prober-a-pair-1546']",Furniture,Seating,Harvey Probber,23,38,29,"San Francisco, CA"
